,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
2204,IL3_DF_020008_20160429_G00400K1T_segment_76,"If I saw the people who came to the higher court to bluff he would go to the Central Committee, I will..............",government rescue,Others,,
2205,IL3_DF_020008_20160429_G00400K1T_segment_52,"If I saw the people who came to the higher court to bluff he would go to the Central Committee, I will..............",government rescue,Others,,
2206,IL3_DF_020008_20150522_G00400HQK_segment_15,The stream used to cross through Lapchuq village in Qarluq Ghol and some kariz ( underground water system) were excavated in the two sides of Qarluq Ghol.,government rescue,water rescue,disaster rescue,fire rescue
2207,IL3_DF_020008_20160429_G00400K1T_segment_44,"For Kumul, this kind of case is considered to be a big one. If this happened in Kumul, the thief should be imprisoned now................................... Do the Urumqi police have the spare time, or are they having the New Year holiday?",government rescue,Others,,
2208,IL3_DF_020015_20160502_G004013ZA_segment_21,"> W"" V4 p: G B4 r1 P& r6 Z On this day in 1945, the Soviet Union's army occupied Budapest.",government rescue,Others,,
2209,IL3_WL_031224_20140221_G0040005T_segment_8,The company educated stockholders and provided the latest stock exchange information in its fundraising activity.,government rescue,Others,,
2210,IL3_DF_020015_20160502_G004013ZA_segment_25,This invention was awarded the Nobel Prize in Medicine.,government rescue,Others,,
2211,IL3_DF_031211_20140214_G0040007O_segment_19,"But I don't know, what does he carry?",government rescue,water rescue,water virus,virus
2212,IL3_SN_000370_20151120_G0T0003J6_segment_0,28 people related to iron mine attack in Bay county sentenced to death: Chinese government on Friday sentenced iron mine attackers in Bay county... https://t.co/PUAXr6m74M,government rescue,Others,,
2213,IL3_NW_031208_20140515_G0040004Y_segment_17,"""We can't just cover the roof with rafters, it should be nailed one by one,"" he explained.",government rescue,Others,,
2214,IL3_NW_031266_20140430_G004030DO_segment_7,"The Saudi Arabian Heath Department stated that only 80 people were identified out of 120 dead people, including a nine-month-old baby. Mostly newly-infected people were in the capital city, Riyadh, and other cities.",government rescue,Others,,
2215,IL3_NW_031237_20140505_G0040006T_segment_22,"An officer Dihkan from the Rescue Office of government said, ""We have already begun to deliver food and drink. But we do not have enough tanks for the 700 families who lost their houses.""",government rescue,water rescue,disaster rescue,fire rescue
2216,IL3_DF_020008_20140215_G00400JYX_segment_10,Let us see him if it is possible to provide his pictures.,government rescue,Others,,
2217,IL3_DF_020008_20160430_G00400GUU_segment_8,What kind of saying is this? Is this true?,government rescue,Others,,
2218,IL3_DF_020007_20160105_G004000AK_segment_18,Being a mental patient ...,government rescue,Others,,
2219,IL3_DF_020007_20150405_G00400E51_segment_10,The infected person purchased the medicine for 800 CNY.,government rescue,Others,,
2220,IL3_DF_020008_20140220_G00400IAW_segment_60,"Oh intellectuals, listen to the pained voice of the farmers. Our cadres can't do anything but plunder us. We are being forced to work for free as slaves. We are providing the nation and county with food. In short, we are feeding you white collared guys and people with labor that costs our blood. Talk to us, intellectuals! Can't you contribute a little to demolish this system of slavery?!",government rescue,Others,,
2221,IL3_NW_031234_20150805_G004030CV_segment_2,"According to the published notice, these four patients came from the capital city of Saudi Arabia, Riyadh, and were all males.",government rescue,Others,,
2222,IL3_DF_020007_20160502_G0040128W_segment_18,I laughed a lot also.,government rescue,water rescue,disaster rescue,virus water
2223,IL3_NW_031214_20140215_G00400061_segment_52,Is it necessary to test the true meaning by testing this belief's consistency？,government rescue,Others,,
2224,IL3_DF_020008_20160429_G00400K1T_segment_39,What kind of saying is a relative thief? Can you write more clearly?,government rescue,Others,,
2225,IL3_NW_031234_20150110_G004030CO_segment_1,"He Shun Network: Bagdax Network and Ablimit translation: The American Center for Disease Control and Prevention reported on January 9[th] that the ruthless infectious flu has invaded in the whole America, and up to now it has killed 26 children.",government rescue,Others,,
2226,IL3_DF_020007_20140922_G00400EMN_segment_13,Let me see him for a diagnosis.,government rescue,water rescue,disaster rescue,fire rescue
2227,IL3_NW_031266_20140430_G004030DO_segment_4,"Two years ago, the virus had been found in Saudi Arabia for the first time. Saudi Arabia was one of the most impacted regions.",government rescue,water rescue,water virus,virus government
2228,IL3_DF_020007_20141012_G00400E53_segment_25,Turan prepared.,government rescue,water rescue,water virus,virus
2229,IL3_DF_020007_20140826_G00400ER1_segment_20,He didn't die in a ice bucket but died in the iced pool. The poor guy might be diving into the ice pool instead of pouring the ice water on his head with a bucket.,government rescue,Others,,
2230,IL3_NW_020005_20141215_G004006MS_segment_2,He said that the Chinese Justice Bureau found him guilty and sent him to the Labor Reformatory for three years due to his illegal religious education and proselytizing.,government rescue,water rescue,disaster rescue,virus water
2231,IL3_WL_031224_20140221_G0040005T_segment_9,It tied to fulfill its responsibility by taking real action but not by just talking and spreading rumors.,government rescue,Others,,
2232,IL3_WL_031229_20140225_G0040006K_segment_0,"The ""Cauldron Talks"" Regarding the Earthquake in Keriye are Growing Agitated",government rescue,Others,,
2233,IL3_DF_031211_20150522_G0040007W_segment_2,"The people of Qaradöwe, Lapchuq, and Tohochi witnessed a scene that they had never seen in their lives.",government rescue,Others,,
2234,IL3_DF_020008_20160429_G00400GLC_segment_91,Kachung in Yerkend?,government rescue,Others,,
2235,IL3_DF_020008_20160429_G00400GLC_segment_2,"In Chinese history, great numbers of people became addicted to eating human flesh and drinking human blood.",government rescue,Others,,
2236,IL3_DF_020007_20140826_G00400ER1_segment_6,"Police in Scotland, the Scottish Fire and Rescue Service, and the Scottish Ambulance Service were called to Preston Hill Quarry near Inverkeithing after 18-year-old Lancaster disappeared at around 5 p.m, on August 24th. His body was recovered at around 9 p.m. after four hours underwater.",government rescue,Others,,
2237,IL3_DF_020008_20160429_G00400GLC_segment_77,I feel like my heart is in my throat and I want to vomit. Dirty...,government rescue,water rescue,water virus,virus government
2238,IL3_NW_031234_20150910_G004030CH_segment_4,This was the most severe epidemic in state of Maharashtra in the past four years.,government rescue,water rescue,water virus,virus government
2239,IL3_DF_020007_20160502_G0040129G_segment_9,Bill Gates was born on this day in 1955.,government rescue,Others,,
2240,IL3_NW_031266_20150117_G004030DI_segment_0,Flu spread is at its peak throughout 46 states in the United States and has killed 45 children.,government rescue,water rescue,water virus,virus
2241,IL3_DF_020008_20160430_G00400GUU_segment_0,UN officials on September 11 in America,government rescue,water rescue,water virus,virus
2242,IL3_DF_020015_20160502_G004013ZA_segment_3,"February 13 of this year is the first World Radio Day, and also a holiday for radio workers.",government rescue,water rescue,disaster rescue,fire rescue
2243,IL3_DF_020007_20160502_G0040129G_segment_0,Today in history: October 28,government rescue,Others,,
2244,IL3_DF_020008_20140220_G00400IAW_segment_55,"The farmers who have 4 -5 mu farmland are suffering the most from the shortage of water. Some farmers who have more than 100 mu land just bribe the greedy official in charge of water with a sheep, and get the water.",government rescue,water rescue,disaster rescue,fire rescue
2245,IL3_DF_020008_20150522_G00400HQK_segment_9,"From the benefits of the stream, a unique culture has been formed in Qara Dowe.",government rescue,Others,,
2246,IL3_DF_020007_20160125_G00400B97_segment_0,Zika Virus Spreading Recently,government rescue,water rescue,water virus,virus
2247,IL3_DF_020007_20150405_G00400E51_segment_57,Do we drink cure-all juices?,government rescue,water rescue,disaster rescue,fire rescue
2248,IL3_DF_020007_20150405_G00400E51_segment_108,...about the problem of you comment after they see this.,government rescue,water rescue,disaster rescue,virus water
2249,IL3_DF_020007_20160502_G0040128M_segment_0,Today in History: 26 November,government rescue,Others,,
2250,IL3_DF_020007_20160502_G0040128W_segment_0,Today in History: November 16,government rescue,Others,,
2251,IL3_DF_020007_20160502_G0040129G_segment_26,"In history, on this day my mom gave me a life,,,,, yurtum 1028:",government rescue,Others,,
2252,IL3_DF_020007_20160502_G0040129G_segment_23,"In history, on this day, my mom gave me a life,,,,, yurtum 1028:",government rescue,Others,,
2253,IL3_DF_020007_20160502_G0040129G_segment_22,"In history, on this day, my mom gave me a life.",government rescue,Others,,
2254,IL3_WL_031219_20140215_G0040005M_segment_19,Are you crying again Keriya?,government rescue,Others,,
2255,IL3_DF_020008_20140220_G00400IAW_segment_47,Poets who just picture the dried-up corn stalks using sophisticated words are useless poets.,government rescue,Others,,
2256,IL3_DF_020008_20140220_G00400IAW_segment_18,"At the macro level, the water management became technical, systematic, and regulated.",government rescue,water rescue,water virus,water police
2257,IL3_DF_020008_20160429_G00400KIF_segment_20,Today is November 8th.,government rescue,Others,,
2258,IL3_NW_031222_20140217_G0040005R_segment_0,"Rescue project of ""February 12[th] "" Keriya earthquake handled as planned",government rescue,water rescue,disaster rescue,fire rescue
2259,IL3_NW_031209_20160218_G004030EN_segment_18,We love him even though he is sick.,government rescue,Others,,
2260,IL3_DF_020007_20160125_G00400B97_segment_18,This kind of mosquito can be found in all countries but Canada and Chile in the American continents.,government rescue,Others,,
2261,IL3_DF_020007_20150405_G00400E51_segment_30,"Of course, the free medications can not cure Aids permanently, but they can help patients to reduce the threat of virus and to help patients to rebuild their immune systems.",government rescue,water rescue,disaster rescue,fire rescue
2262,IL3_DF_020007_20160502_G0040128W_segment_6,1945: The United States takes 88 German scientists to the United States and uses them for its rocket development plan.,government rescue,Others,,
2263,IL3_DF_020007_20160502_G0040128W_segment_19,Sorry Ruslans,government rescue,Others,,
2264,IL3_DF_020008_20160429_G00400GLC_segment_58,"Now many species like insects , snakes, frogs went extinct.",government rescue,Others,,
2265,IL3_DF_020008_20140220_G00400IAW_segment_51,"Dont worry my farmer brother, as long as there are some pure-hearted people in society and in the offices of the government, your corn stalk will grow again.",government rescue,water rescue,disaster rescue,fire rescue
2266,IL3_DF_020007_20150405_G00400E51_segment_19,I still remember a sentence in our high school textbook quoted from The Capital by Marx : Capitalists worked hard in all their power for 100% profit and do anything if they can make 200 % profit. They would rather die for making 300% profit.,government rescue,Others,,
2267,IL3_DF_020007_20160125_G00400B97_segment_70,So a virus also has DNA and it is also a living being in some cases. But it is not a complete living being.,government rescue,water rescue,disaster rescue,fire rescue
2268,IL3_DF_020007_20150405_G00400E51_segment_3,She didn't know what kind of medicine it was since all of the labels were in English.,government rescue,Others,,
2269,IL3_DF_020007_20160502_G0040128Z_segment_18,I cried when Arafat passed away and I greatly respected him.,government rescue,water rescue,disaster rescue,fire rescue
2270,IL3_DF_020008_20160429_G00400K1T_segment_3,"This incident happened on the 31st day of that month. It is past 1 month and 2 days after that incident, however, and since now, no one has come here to collect the fingerprint of that thief.",government rescue,Others,,
2271,IL3_DF_031211_20150522_G0040007W_segment_51,Please accept my simple gifts.,government rescue,water rescue,disaster rescue,virus water
2272,IL3_WL_031213_20140216_G0040005Y_segment_2,"They have brought 550, 000 CNY ( 84,600 USD) and 300, 000 CNY in material aid.",government rescue,Others,,
2273,IL3_NW_031214_20140215_G00400061_segment_40,"It is true we can have all kind of comments without violation of law. Nothing can help it. Uyghurs, warm-hearted people, can see and feel the hidden beloved hearts behind these charities. But, unfortunately, it is urgent to consider very calmly this reality we all have know:, that if you don't inform us of your charities, some one from us will threaten you.",government rescue,Others,,
2274,IL3_SN_000370_20140311_G0T000047_segment_0,"Since there was no clue about Malaysia Airlines, survey teams from many nations continue searching http://t.co/dszzNs1qwI",government rescue,water rescue,disaster rescue,virus water
2275,IL3_DF_020007_20160502_G0040129G_segment_1,"The Roman Empire was united on the same day by Magnus, year of Constantinus I, 312.",government rescue,water rescue,disaster rescue,fire rescue
2276,IL3_DF_020007_20141012_G00400E53_segment_14,The disease might have been spread into one fifth of the world's countries.,government rescue,Others,,
2277,IL3_NW_031230_20140213_G0040006L_segment_3,"Based on news releases, almost 350 houses were damaged in varying degrees, and more than 260 animal enclosures collapsed. Three sheep died.Currently, more than 70 people from the Police, Fire and Air Force Departments arrived at the disaster scene to take part in the rescue work.",government rescue,Others,,
2278,IL3_NW_031227_20140217_G0040006C_segment_18,"Although the pre-disaster exercise was not real, it helped and improved the teams' quick response to real disasters. Also, it made sure that people can respond in a very short amount of time when real disasters happen.",government rescue,water rescue,disaster rescue,fire rescue
2279,IL3_DF_020008_20140225_G004001HU_segment_11,"Till now, they live majestically, delightfully populases' stature",government rescue,Others,,
2280,IL3_NW_031227_20140217_G0040006C_segment_15,"Nurbakri, Communist Party vice Secretary of the Xinjiang Uyghur Autonomous Region, took responsibility as leader.",government rescue,Others,,
2281,IL3_DF_031212_20140308_G0040007Q_segment_2,"With this earthquake, all of our hearts also were shaken. We can feel this through Wechat and on websites.",government rescue,water rescue,disaster rescue,fire rescue
2282,IL3_DF_020008_20140225_G004001HU_segment_24,The populuses give amazing color to the desert.,government rescue,Others,,
2283,IL3_DF_020007_20160502_G0040128Z_segment_17,"Rita may change it as ""Arabs today.""",government rescue,water rescue,water virus,water police
2284,IL3_DF_020008_20160429_G00400GLC_segment_97,"He said ""Oh""",government rescue,water rescue,disaster rescue,fire rescue
2285,IL3_WL_031228_20140215_G0040006G_segment_47,They said that.,government rescue,water rescue,disaster rescue,fire rescue
2286,IL3_NW_031237_20140505_G0040006T_segment_15,said,government rescue,water rescue,disaster rescue,fire rescue
2287,IL3_DF_031212_20140219_G0040007R_segment_10,We can only say that.,government rescue,water rescue,disaster rescue,fire rescue
2288,IL3_NW_031214_20140215_G00400061_segment_45,They said that.,government rescue,water rescue,disaster rescue,fire rescue
2289,IL3_DF_020007_20160502_G0040129G_segment_28,It is just like you said.,government rescue,water rescue,disaster rescue,fire rescue
2290,IL3_NW_031221_20160317_G0040005F_segment_7,which asked us to coordinate with the armed forces to start a search and rescue operation.,government rescue,water rescue,disaster rescue,fire rescue
2291,IL3_DF_020008_20160429_G00400GLC_segment_81,There is,government rescue,Others,,
2292,IL3_DF_020007_20160125_G00400B97_segment_9,Even some countries recommended women not to conceive for time being.,government rescue,Others,,
2293,IL3_DF_020008_20160429_G00400GLC_segment_43,Not only that.,government rescue,Others,,
2294,IL3_DF_020008_20140215_G00400JYX_segment_13,"Ah, this world!",government rescue,Others,,
2295,IL3_NW_031222_20140217_G0040005R_segment_13,(completed).,government rescue,water rescue,disaster rescue,fire rescue
2296,IL3_DF_020007_20150405_G00400E51_segment_59,"I told her ""you'd better offer inexpensive extracts to the patients instead of an expensive one and make them believe the extracts could cure their disease and you can have the same result."".",government rescue,water rescue,disaster rescue,fire rescue
2297,IL3_NW_031210_20140212_G00400060_segment_3,"Prime Minister Likequiang, a member of the Politburo Standing Committee, issued the instruction of the relief work.",government rescue,Others,,
2298,IL3_DF_020007_20160125_G00400B97_segment_41,May Allah save you from that.,government rescue,Others,,
2299,IL3_DF_020007_20160125_G00400B97_segment_66,May Allah save you from that.,government rescue,Others,,
2300,IL3_DF_020007_20160125_G00400B97_segment_36,Download,government rescue,Others,,
2301,IL3_DF_020007_20160125_G00400B97_segment_15,Download,government rescue,Others,,
2302,IL3_DF_020007_20150405_G00400E51_segment_39,Download,government rescue,Others,,
2303,IL3_DF_020007_20160125_G00400B97_segment_4,Download,government rescue,Others,,
2304,IL3_DF_020007_20140826_G00400ER1_segment_3,Download,government rescue,Others,,
2305,IL3_DF_020007_20160125_G00400B97_segment_28,Download,government rescue,Others,,
2306,IL3_DF_020007_20160125_G00400B97_segment_21,Download,government rescue,Others,,
2307,IL3_DF_020007_20150405_G00400E51_segment_48,Download,government rescue,Others,,
2308,IL3_DF_020007_20150405_G00400E51_segment_45,Download,government rescue,Others,,
2309,IL3_DF_020007_20150405_G00400E51_segment_42,Download,government rescue,Others,,
2310,IL3_WL_031219_20140215_G0040005M_segment_3,But don't be upset.,government rescue,water rescue,water virus,virus
2311,IL3_NW_020003_20150703_G00400016_segment_3,The World Uyghur Association encouraged all Uyghur agencies and immigrant Uyghur people to take this opportunity to hold protest demonstrations in front of Chinese Embassies in different countries.,government rescue,Others,,
2312,IL3_NW_031266_20140413_G004030DR_segment_0,Infectious disease spreads in two cruise ships.,government rescue,water rescue,water virus,virus
2313,IL3_DF_020008_20160429_G00400KIF_segment_26,"Particularly, the title, Don't Steal My Child, Elder Brother, is very proper for all.",government rescue,Others,,
2314,IL3_DF_020007_20160125_G00400B97_segment_64,"According to the latest news, Zika arrived in Europe and one patient was found in Denmark.",government rescue,water rescue,water virus,virus government
2315,IL3_DF_020008_20160429_G00400K1T_segment_10,This thief would be a partner of the dominant ethnic group and the police. It is best to be dependent on yourself.,government rescue,Others,,
2316,IL3_DF_020008_20160429_G00400K1T_segment_18,You could report to the higher police department if the local police don't care about this case.,government rescue,water rescue,water virus,virus
2317,IL3_NW_031240_20160225_G0040007B_segment_2,"Producing rice requires a lot of water, but Thailand has been experiencing the worst drought in decades. The rainfall totals for the country dropped to their lowest point for the last four years. Tap water production rapidly decreased and the main irrigation canals crossing over the central area of Thailand dried out one by one.",government rescue,Others,,
2318,IL3_NW_031234_20141130_G004030CN_segment_8,The WHO has reported that the reason for continued growth in reports in the past two days was due to the historic numbers of refugees in Guinea.,government rescue,Others,,
2319,IL3_NW_031266_20140413_G004030DR_segment_6,The cruise was planning to travel to Los Angles on November 14[th] and carried 4000 passengers and staff. Two passengers were infected.,government rescue,water rescue,water virus,virus
2320,IL3_NW_031208_20140515_G0040004Y_segment_18,The people thought Yasin was the person who called out people's faults directly in public.,government rescue,water rescue,water virus,virus
2321,IL3_NW_031239_20140807_G00400078_segment_6,Drinking water was delivered to regions that had difficulty accessing clean water.,government rescue,water rescue,water virus,water police
2322,IL3_NW_031266_20140509_G004030DN_segment_3,Saudi Arabia Health Department stated that they fired the dean of a hospital in Jeddah. It was outrageous to know that the disease was spread by nurses from the hospital.,government rescue,water rescue,disaster rescue,fire rescue
2323,IL3_DF_020008_20140225_G004001HU_segment_0,Populus: A Poem,government rescue,Others,,
2324,IL3_NW_031237_20151208_G004030D6_segment_5,"H1N1, an A category virus, is the most common component of swine flu, which has symptoms similar to a regular cold.",government rescue,water rescue,water virus,virus
2325,IL3_NW_031234_20151208_G004030CL_segment_5,"H1N1, an A category virus, is the most common component of swine flu, which has symptoms similar to a regular cold.",government rescue,water rescue,water virus,virus
2326,IL3_WL_031213_20140214_G00400064_segment_2,"Other details will be posted constantly on Karwan, Chimbulaq, Anatupraq, Misranim...also all other Uyghur websites.",government rescue,water rescue,disaster rescue,fire rescue
2327,IL3_NW_031209_20160218_G004030EN_segment_12,"The epidemiology professor Laura Rudriguez said: ""finding microcephaly in babies means long-term impairments in their brains """,government rescue,water rescue,disaster rescue,fire rescue
2328,IL3_WL_031228_20140215_G0040006I_segment_8,"Keriye country immediately launched an investigation to cope with the situation. The county leaders were divided into four work groups and along with the responsible personnel of military, civil affairs, transportation, public security, fire protection, electricity, and medical health sections went to the village and hamlet in order to examine the situation.",government rescue,water rescue,disaster rescue,fire rescue
2329,IL3_WL_031212_20140215_G0040006J_segment_6,"Let our generosity continue until our people rebuild their home. Let it continue until their livestock makes noise again in their new pens. Let it be continuous until our student brothers and sisters from Keriya can be concentrated on their study in other cities without concern about their families... I am proud of being Uyghur and I am pleased about it, oh world!",government rescue,water rescue,disaster rescue,fire rescue
2330,IL3_NW_031235_20160225_G0040006S_segment_5,"It was challenging for livestock to walk in the snow and find food, which resulted in them going hungry.",government rescue,water rescue,disaster rescue,fire rescue
2331,IL3_NW_031210_20150212_G0040005C_segment_4,"The leader of Kengsay Road Maintenance Section said that the snows were melted in the Sayram Kengsay because of the rise in temperature. Additionally, both sides of the mountain are so deep that it caused the snow slide.",government rescue,Others,,
2332,IL3_DF_020008_20160429_G00400GLC_segment_62,"These ""civilized"" guys might call somebody who gave them human flesh great grandfather.",government rescue,Others,,
2333,IL3_DF_020008_20140215_G00400JYX_segment_18,Our country declared a war on Vietnam in the earlier year.,government rescue,Others,,
2334,IL3_NW_031266_20150117_G004030DI_segment_1,"A report of China Xinhua News from Houston: flu spread again, which causes death in many people every year. Currently flu spread is at its peak throughout 46 states in the United States and has killed 45 children. That was why a lot of places in America were declaring a state of emergency.",government rescue,water rescue,disaster rescue,fire rescue
2335,IL3_NW_031237_20140505_G0040006T_segment_14,"People said, ""This place will became their cemetery; it was impossible to dig them out.""",government rescue,water rescue,water virus,virus
2336,IL3_DF_031212_20140219_G0040007R_segment_17,This topic also has received the comments.,government rescue,water rescue,disaster rescue,virus water
2337,IL3_NW_031215_20140215_G0040005H_segment_2,"On Feb 12, the magnitude 7.3 earthquake struck the Kiriye County of East Turkistan, the Education and Corporation Society and International Society of East Turkistan held a news conference to call for help in Istanbul, Turkey, while they're attending activities there.",government rescue,Others,,
2338,IL3_DF_031212_20140308_G0040007Q_segment_17,"IMG_3171.jpg Downloaded:0, 139.79 KB",government rescue,Others,,
2339,IL3_DF_031212_20140308_G0040007Q_segment_19,"IMG_3193.jpg Downloaded:0, 76.94 KB",government rescue,Others,,
2340,IL3_DF_031212_20140308_G0040007Q_segment_35,"IMG_3475.jpg Downloaded:0, 168.73 KB",government rescue,Others,,
2341,IL3_DF_031212_20140308_G0040007Q_segment_33,"IMG_3439.jpg Downloaded:0, 137.35 KB",government rescue,Others,,
2342,IL3_DF_031212_20140308_G0040007Q_segment_25,IMG_3301.jpg Downloaded:0 148.42 KB,government rescue,Others,,
2343,IL3_DF_031212_20140308_G0040007Q_segment_20,IMG_3236.jpg Downloaded:0 189.1 KB,government rescue,Others,,
2344,IL3_DF_031212_20140308_G0040007Q_segment_42,Two stranger I never forget* I tried to fund 180thousand (request)* Three* A female college student lack of money ( One Yuan Plan... All the headline of author,government rescue,water rescue,water virus,virus
2345,IL3_DF_020007_20150405_G00400E51_segment_123,"If it is misused, then some conflicts like this come up.",government rescue,Others,,
2346,IL3_DF_020007_20160502_G0040128M_segment_12,1990: The reopening of the Shanghai Stock Exchange is approved.,government rescue,Others,,
2347,IL3_WL_031211_20140213_G00400065_segment_11,The Seismology Bureau of China sent a team to Keraya for carrying on a field work.,government rescue,water rescue,disaster rescue,virus water
2348,IL3_WL_031211_20140213_G00400065_segment_7,President Xi jinping and Prime Minister Li Keqiang have given instruction.,government rescue,Others,,
2349,IL3_DF_020007_20141012_G00400E53_segment_15,"Patrick Sawyer, a Liberian official, died after he went to Nigeria and he was infected in the Ebola epidemic.",government rescue,water rescue,water virus,virus government
2350,IL3_NW_031214_20140217_G0040007K_segment_15,"Nurbakri, Communist Party vice Secretary of the Xinjiang Uyghur Autonomous Region, took leadership responsibility.",government rescue,Others,,
2351,IL3_SN_000370_20160312_G0T000502_segment_0,"In Canada, the armed people attacked a cemetery. https://t.co/A9paInbFLe",government rescue,Others,,
2352,IL3_NW_031234_20150110_G004030CO_segment_4,"He said that with regard to the current situation, the infectious flu was very severe this year; in particular, the transmission rate was higher among people above 65 years of age.",government rescue,water rescue,disaster rescue,fire rescue
2353,IL3_DF_031211_20150522_G0040007W_segment_4,"In Tohochi, Kariz, their only source of water, a source with hundreds of years of history, was buried by the dirt.",government rescue,water rescue,water virus,virus
2354,IL3_SN_000370_20160423_G0T0005IT_segment_0,A armed attacks took place in America. https://t.co/BvpnlX21Rx,government rescue,Others,,
2355,IL3_DF_020008_20160429_G00400K1T_segment_73,You said a honeyed word was like a sugar crystal.,government rescue,Others,,
2356,IL3_DF_031213_20140212_G0040007S_segment_3,"The Prime Minister, a member of the Politburo Standing Committee, issued the instruction on the relief work.",government rescue,Others,,
2357,IL3_WL_031219_20140215_G0040005M_segment_7,"You are still weeping despite me saying ""don't cry"". Right, there were many of your nice memories under the house that already became a heap of bricks.",government rescue,water rescue,disaster rescue,fire rescue
2358,IL3_DF_020007_20140922_G00400EMN_segment_9,Sounds like the interview was conducted by the Chinese TV station.,government rescue,Others,,
2359,IL3_WL_031228_20140215_G0040006G_segment_64,* D& L- w- f5 G!,government rescue,Others,,
2360,IL3_DF_020015_20160213_G004013VX_segment_9,"Z, f5 X$ q; i",government rescue,Others,,
2361,IL3_DF_020008_20160429_G00400KIF_segment_12,"Those children mean money to you, but your money will run out. If you act like human beings, you will make a fortune also.",government rescue,water rescue,disaster rescue,fire rescue
2362,IL3_NW_031209_20160218_G004030EN_segment_24,"A lot of countries like Colombia, Jamaica, and El Salvador, which are located in the southern part of America, asked women to postpone their pregnancies. The government of El Salvador even asked women not to get pregnant before 2018.",government rescue,Others,,
2363,IL3_DF_020008_20140220_G00400IAW_segment_28,"You can hear many informal words and measurements here that can not be seen in dictionaries like "" one rock of water,"" ""two curbs of water,"" and ""one stick of water,"" and also some local phrases or proverbs like ""the nature of water is cold."" That means people easily fight each other for water and become cold to each other.",government rescue,Others,,
2364,IL3_DF_020008_20160429_G00400KIF_segment_16,"If you have a kid, from the bottom of your heart, you will raise him just like us.",government rescue,water rescue,disaster rescue,fire rescue
2365,IL3_DF_020007_20160105_G004000AK_segment_17,Anybody want to play paradox?,government rescue,water rescue,disaster rescue,virus water
2366,IL3_DF_020007_20160105_G004000AK_segment_12,Anybody want to play paradox?,government rescue,water rescue,disaster rescue,virus water
2367,IL3_SN_000370_20160314_G0T00050I_segment_0,A bloody terrorist attack took place in Ankara https://t.co/hGG9gWD87d,government rescue,Others,,
2368,IL3_DF_020007_20150405_G00400E51_segment_64,"The last edited ""udun 007",government rescue,water rescue,disaster rescue,virus water
2369,IL3_DF_020007_20140826_G00400ER1_segment_18,The last edited by udun 0903.,government rescue,water rescue,disaster rescue,virus water
2370,IL3_DF_020007_20150405_G00400E51_segment_72,The last edited: udun 007,government rescue,water rescue,disaster rescue,virus water
2371,IL3_DF_031211_20150522_G0040007W_segment_24,The related departments are working as best they can to assist in post-disaster relief.,government rescue,Others,,
2372,IL3_DF_020007_20140922_G00400EMN_segment_0,About the well-known physician Mr. Ababekri in Hotan,government rescue,Others,,
2373,IL3_DF_020008_20160429_G00400GLC_segment_19,"If there were no law against it, it would still be happening.",government rescue,Others,,
2374,IL3_NW_031232_20140213_G0040006N_segment_6,The Autonomous Region also implemented the 3rd level rescue project according to current domestic protocol.,government rescue,water rescue,disaster rescue,fire rescue
2375,IL3_NW_031234_20141121_G004030CY_segment_5,"First, we need to learn about animal parasites that carry the Ebola virus and other infectious diseases.",government rescue,water rescue,water virus,virus
2376,IL3_DF_020008_20150522_G00400HQK_segment_27,"Despite the resistance of the local people, they took the water from the village in order to change the natural stream into a better impermeable channel.",government rescue,water rescue,disaster rescue,fire rescue
2377,IL3_DF_020007_20150405_G00400E51_segment_103,"Later, I heard that they tried to contact other people to bring them the medicine. The medicine was selling in Istanbul for thousands and they purchased the medicine for more than ten thousand from the seller in Istanbul.",government rescue,Others,,
2378,IL3_NW_031208_20140515_G0040004Y_segment_25,"""The grain matters most to the peasants. Only after good cultivation can we guarantee this year's harvest,"" he continued.",government rescue,water rescue,water virus,virus
2379,IL3_WL_031228_20140215_G0040006I_segment_0,More than 400 cadres in Keriye county organizations in the stricken area (...),government rescue,Others,,
2380,IL3_NW_031214_20140217_G0040007K_segment_18,"Although the pre-disaster exercise was not real, it helped and improved the teams' quick response for real disasters. Also, to make sure people can respond in a very short amount of time when real disasters happen.",government rescue,water rescue,disaster rescue,fire rescue
2381,IL3_NW_031234_20151109_G004030CK_segment_2,"Recently, due to an extremely heavy rain and the safety plan being negatively affected, the contagion spread to 15 states of the country, and additionally, one out of five infected people was a teenager.",government rescue,water rescue,water virus,virus
2382,IL3_NW_031237_20140505_G0040006T_segment_28,"A leader of Badakhshan province, Sawali, stated that the number of houses and wedding guests was approximately 2700 people.",government rescue,water rescue,water virus,virus government
2383,IL3_NW_031238_20150613_G004030CW_segment_3,"Recently, the central western universal Pneumonia also spread in Korea.",government rescue,Others,,
2384,IL3_NW_031220_20140212_G0040005N_segment_4,"However, Chinese media said that because the earthquakes only happened in rural places, there were no deaths and losses.",government rescue,Others,,
2385,IL3_SN_000370_20160309_G0T0004XS_segment_0,5 terrorists were killed in Tunisia. https://t.co/859m5d8620,government rescue,Others,,
2386,IL3_DF_020007_20160502_G0040128Z_segment_3,1999: Arafat in the year.,government rescue,water rescue,disaster rescue,fire rescue
2387,IL3_DF_020007_20140826_G00400ER1_segment_36,Let them ban this ice bucket challenge if so.,government rescue,Others,,
